"Data","Último","Abertura","Máxima","Mínima","Vol.","Var%"
"03.11.2021","46,62","43,90","47,26","43,80","11,87M","5,97%"
"01.11.2021","44,00","44,20","44,70","43,64","4,76M","0,62%"
"29.10.2021","43,73","44,59","44,80","43,34","8,79M","-1,41%"
"28.10.2021","44,35","44,66","45,90","44,15","7,51M","-0,88%"
"27.10.2021","44,75","44,16","45,37","43,73","9,55M","1,89%"
"26.10.2021","43,92","46,30","46,62","43,49","10,42M","-6,17%"
"25.10.2021","46,81","46,46","47,70","46,09","4,51M","1,34%"
"22.10.2021","46,19","46,92","47,29","44,83","10,78M","-3,16%"
"21.10.2021","47,69","48,73","49,47","47,23","8,98M","-4,58%"
"20.10.2021","49,98","52,15","52,15","49,91","9,07M","-3,34%"
"19.10.2021","51,71","53,19","53,32","50,87","6,68M","-4,76%"
"18.10.2021","54,30","53,88","54,81","53,06","4,67M","-0,67%"
"15.10.2021","54,66","53,75","55,09","53,49","5,58M","1,93%"
"14.10.2021","53,63","53,48","54,15","53,00","3,10M","0,04%"
"13.10.2021","53,61","52,98","53,91","52,68","6,42M","1,61%"
"11.10.2021","52,76","53,13","54,34","52,27","5,75M","-0,71%"
"08.10.2021","53,14","51,54","53,62","51,31","8,84M","4,28%"
"07.10.2021","50,96","51,34","52,40","50,96","6,35M","-1,62%"
"06.10.2021","51,80","51,28","52,14","50,13","7,39M","0,39%"
"05.10.2021","51,59","51,08","52,21","50,59","4,54M","0,66%"
"04.10.2021","51,26","53,21","53,28","50,48","4,76M","-4,84%"
"01.10.2021","53,86","52,68","53,98","52,32","4,12M","2,44%"
"30.09.2021","52,58","52,61","53,31","51,84","9,94M","-0,31%"
"29.09.2021","52,74","53,84","53,84","51,93","4,46M","-1,42%"
"28.09.2021","53,51","53,98","54,11","52,18","7,24M","-1,89%"
"27.09.2021","54,54","54,46","55,37","53,62","3,92M","-0,42%"
"24.09.2021","54,77","54,99","55,21","53,42","6,25M","-2,15%"
"23.09.2021","55,97","55,78","56,23","55,23","2,92M","0,66%"
"22.09.2021","55,61","55,38","56,12","54,25","3,65M","1,10%"
"21.09.2021","55,00","53,80","55,58","53,11","6,11M","2,98%"
"20.09.2021","53,41","54,14","54,49","51,97","5,20M","-2,63%"
"17.09.2021","54,85","54,91","55,48","53,61","7,44M","-0,51%"
"16.09.2021","55,13","54,87","55,81","54,34","3,21M","-0,30%"
"15.09.2021","55,30","55,83","55,97","54,08","4,84M","-1,03%"
"14.09.2021","55,87","56,66","57,11","55,85","3,08M","-1,69%"
"13.09.2021","56,84","56,31","58,18","55,76","6,04M","3,02%"
"10.09.2021","55,17","57,80","58,48","54,07","9,78M","-4,55%"
"09.09.2021","57,80","57,61","57,98","54,28","12,56M","0,20%"
"08.09.2021","57,69","59,24","60,50","56,26","24,07M","8,03%"
"06.09.2021","53,40","52,39","53,72","52,08","2,19M","1,17%"
"03.09.2021","52,78","52,88","52,88","51,65","5,31M","1,05%"
"02.09.2021","52,23","52,93","52,93","51,35","5,67M","-1,36%"
"01.09.2021","52,96","54,44","54,44","52,74","6,80M","-0,88%"
"31.08.2021","53,43","54,71","54,81","52,83","7,94M","-2,27%"
"30.08.2021","54,67","55,61","55,78","54,41","2,77M","-2,66%"
"27.08.2021","56,16","54,35","56,34","54,05","6,83M","4,18%"
"26.08.2021","53,91","55,37","55,44","53,78","4,61M","-2,73%"
"25.08.2021","55,42","54,96","55,42","53,72","4,07M","0,84%"
"24.08.2021","54,96","55,12","55,43","54,32","5,33M","1,10%"
"23.08.2021","54,36","57,05","57,05","54,08","7,23M","-3,92%"
"20.08.2021","56,58","54,91","57,18","54,23","8,08M","1,01%"
"19.08.2021","56,01","52,90","56,42","52,26","7,85M","5,31%"
"18.08.2021","53,19","52,52","54,12","51,46","8,89M","1,12%"
"17.08.2021","52,60","53,88","54,03","50,99","11,15M","-2,67%"
"16.08.2021","54,04","55,22","55,35","53,49","7,21M","-2,35%"
"13.08.2021","55,35","56,17","56,17","54,65","6,90M","-1,07%"
"12.08.2021","55,94","54,53","56,73","54,26","9,69M","1,18%"
"11.08.2021","55,29","54,99","55,79","54,30","8,70M","-0,07%"
"10.08.2021","55,33","56,60","56,81","55,02","5,37M","-2,00%"
"09.08.2021","56,45","56,07","57,26","55,73","6,13M","0,60%"
"06.08.2021","56,12","56,66","57,03","55,68","6,22M","-0,43%"
"05.08.2021","56,36","57,59","57,59","55,60","12,11M","-1,12%"
"04.08.2021","56,99","58,40","58,64","56,70","8,55M","-3,19%"
"03.08.2021","58,87","58,91","59,11","56,88","7,14M","-0,10%"
"02.08.2021","58,93","60,12","60,61","58,93","6,42M","-1,58%"
"30.07.2021","59,87","63,10","63,10","59,86","13,82M","-7,36%"
"29.07.2021","64,63","63,89","64,82","63,16","4,36M","1,44%"
"28.07.2021","63,72","64,55","64,77","62,67","4,02M","-1,00%"
"27.07.2021","64,36","65,15","65,43","62,89","4,13M","-1,78%"
"26.07.2021","65,53","65,92","66,09","65,08","2,72M","-0,44%"
"23.07.2021","65,82","65,77","66,21","64,69","4,85M","0,03%"
"22.07.2021","65,80","64,55","66,26","64,18","6,73M","2,23%"
"21.07.2021","64,36","65,11","65,11","63,05","6,64M","-1,02%"
"20.07.2021","65,03","64,50","65,27","63,88","1,73M","0,37%"
"19.07.2021","64,79","64,55","65,20","63,77","3,76M","-0,66%"
"16.07.2021","65,22","66,46","66,46","64,96","2,48M","-1,47%"
"15.07.2021","66,19","65,76","67,30","65,46","2,97M","0,19%"
"14.07.2021","66,07","64,29","66,18","64,09","9,55M","3,64%"
"13.07.2021","63,75","63,12","64,01","62,56","4,87M","0,09%"
"12.07.2021","63,69","63,72","64,03","62,86","3,15M","0,92%"
"08.07.2021","63,11","62,26","63,52","62,20","4,51M","-1,27%"
"07.07.2021","63,92","61,63","63,98","61,41","5,04M","5,42%"
"06.07.2021","60,63","61,50","61,74","60,32","2,70M","-1,82%"
"05.07.2021","61,76","61,60","62,77","61,48","3,02M","-0,54%"
"02.07.2021","62,10","60,70","62,23","60,49","2,26M","3,14%"
"01.07.2021","60,21","61,41","61,97","59,73","3,43M","-2,34%"
"30.06.2021","61,66","61,69","61,85","60,34","7,15M","-0,67%"
"29.06.2021","62,07","61,80","62,12","60,46","5,42M","0,44%"
"28.06.2021","61,80","61,36","62,13","60,60","2,58M","1,02%"
"25.06.2021","61,18","61,81","62,43","60,22","3,23M","-1,40%"
"24.06.2021","62,04","62,29","63,29","61,54","5,06M","0,78%"
"23.06.2021","61,56","60,60","62,23","60,31","7,31M","1,59%"
"22.06.2021","60,60","60,96","60,96","59,75","5,01M","-0,35%"
"21.06.2021","60,81","60,77","61,27","60,43","2,01M","0,65%"
"18.06.2021","60,42","59,88","61,53","59,71","5,16M","0,37%"
"17.06.2021","60,20","61,35","61,98","60,17","5,77M","-2,40%"
"16.06.2021","61,68","62,30","62,40","60,86","5,86M","-0,43%"
"15.06.2021","61,95","62,41","62,65","61,57","2,92M","-0,25%"
"14.06.2021","62,10","62,06","62,79","61,85","4,81M","0,81%"
"11.06.2021","61,60","63,11","63,16","60,84","5,51M","-2,08%"
"10.06.2021","62,91","63,48","63,65","62,07","3,44M","-0,21%"
"09.06.2021","63,04","64,44","64,66","63,02","4,65M","-1,77%"
"08.06.2021","64,18","64,04","64,93","63,49","2,93M","-0,42%"
"07.06.2021","64,45","63,83","65,28","63,20","4,08M","0,53%"
"04.06.2021","64,11","62,24","64,18","61,74","7,94M","2,97%"
"02.06.2021","62,27","61,89","62,51","61,38","3,60M","0,89%"
"01.06.2021","61,72","60,43","62,13","60,22","7,63M","2,41%"
"31.05.2021","60,26","59,18","60,36","59,18","3,69M","1,15%"
"28.05.2021","59,58","59,40","59,85","58,40","4,03M","0,32%"
"27.05.2021","59,39","61,39","61,39","58,50","10,57M","-2,62%"
"26.05.2021","60,99","61,40","62,22","60,48","4,90M","0,32%"
"25.05.2021","60,79","62,08","62,91","60,50","3,84M","-1,63%"
"24.05.2021","61,80","60,74","62,46","60,73","4,63M","2,18%"
"21.05.2021","60,49","60,13","61,29","59,58","4,97M","0,66%"
"20.05.2021","60,09","57,80","60,32","57,52","7,35M","4,53%"
"19.05.2021","57,48","59,63","59,63","56,86","7,78M","-2,03%"
"18.05.2021","58,68","57,36","58,92","56,94","5,37M","1,80%"
"17.05.2021","57,64","56,33","57,70","55,94","3,58M","1,92%"
"14.05.2021","56,55","57,48","58,05","55,82","8,23M","0,00%"
"13.05.2021","56,55","56,92","57,60","56,21","4,48M","0,84%"
"12.05.2021","56,08","59,25","59,86","55,79","8,67M","-7,22%"
"11.05.2021","60,45","59,92","60,51","59,11","4,30M","-0,17%"
"10.05.2021","60,55","60,88","60,88","59,94","3,27M","-0,41%"
"07.05.2021","60,80","59,75","60,92","59,41","3,03M","2,33%"
"06.05.2021","59,42","59,54","59,71","58,73","4,10M","0,28%"
"05.05.2021","59,25","60,66","60,98","58,68","6,09M","-1,82%"
"04.05.2021","60,35","59,83","60,44","58,58","17,77M","-2,14%"
"03.05.2021","61,67","62,33","62,79","60,13","5,77M","-0,26%"
"30.04.2021","61,83","59,91","62,07","59,91","8,34M","1,47%"
"29.04.2021","60,93","60,79","61,23","60,08","3,33M","0,40%"
"28.04.2021","60,69","59,10","60,81","58,51","4,67M","3,41%"
"27.04.2021","58,69","59,47","59,94","58,17","2,84M","-1,42%"
"26.04.2021","59,54","59,64","59,81","58,54","2,44M","0,36%"
"23.04.2021","59,33","58,53","59,97","58,47","4,88M","1,36%"
"22.04.2021","58,53","60,47","60,47","58,03","3,79M","-1,47%"
"20.04.2021","59,41","59,75","60,43","58,89","4,98M","-1,06%"
"19.04.2021","60,04","61,71","61,83","59,19","4,85M","-2,71%"
"16.04.2021","61,71","61,67","62,32","60,43","5,09M","0,91%"
"15.04.2021","61,16","61,17","62,02","60,37","3,66M","-0,08%"
"14.04.2021","61,20","60,99","61,64","60,37","3,88M","0,71%"
"13.04.2021","60,77","60,85","61,00","59,64","3,69M","0,35%"
"12.04.2021","60,56","60,76","61,00","60,07","2,92M","-0,02%"
"09.04.2021","60,57","60,85","61,23","60,11","2,72M","-0,96%"
"08.04.2021","61,16","60,14","61,44","59,64","4,52M","1,92%"
"07.04.2021","60,00","59,57","60,57","59,14","3,06M","0,06%"
"06.04.2021","59,96","59,38","60,57","58,96","3,38M","1,35%"
"05.04.2021","59,17","58,73","59,80","58,06","3,87M","2,48%"
"01.04.2021","57,73","57,62","58,29","56,64","5,69M","0,52%"
"31.03.2021","57,43","57,74","58,50","56,47","5,00M","-0,12%"
"30.03.2021","57,50","55,09","57,59","54,95","4,57M","4,06%"
"29.03.2021","55,26","55,08","55,92","54,68","4,61M","0,21%"
"26.03.2021","55,14","54,02","55,45","53,56","6,91M","1,11%"
"25.03.2021","54,54","52,81","55,05","52,36","6,38M","3,03%"
"24.03.2021","52,93","54,71","54,97","52,59","4,41M","-2,51%"
"23.03.2021","54,30","55,48","55,48","53,67","4,92M","-2,23%"
"22.03.2021","55,53","55,80","56,90","54,97","3,29M","-2,46%"
"19.03.2021","56,94","55,47","57,61","55,26","7,31M","2,68%"
"18.03.2021","55,45","55,94","56,96","55,15","3,79M","-3,40%"
"17.03.2021","57,40","54,92","57,60","54,63","4,78M","3,07%"
"16.03.2021","55,69","56,70","57,34","54,52","4,95M","-2,26%"
"15.03.2021","56,98","56,84","58,11","56,25","5,01M","-0,27%"
"12.03.2021","57,13","56,66","57,51","55,74","3,60M","-0,08%"
"11.03.2021","57,18","55,39","57,70","54,08","8,69M","5,32%"
"10.03.2021","54,29","53,84","54,44","52,43","5,72M","1,73%"
"09.03.2021","53,37","53,01","54,88","52,17","7,43M","0,83%"
"08.03.2021","52,92","56,53","57,10","52,16","10,67M","-9,39%"
"05.03.2021","58,41","58,57","58,73","56,08","6,24M","-0,15%"
"04.03.2021","58,49","57,03","59,76","56,16","9,86M","3,57%"
